Item_MRP,Item_Outlet_Sales,Item_Visibility,est.year,Item_Visibility_MeanRatio,NIT_DR,NIT_FD,NIT_NC,OS_High,OS_Medium,OS_Small,OT_Grocery Store,OT_Supermarket Type1,OT_Supermarket Type2,OT_Supermarket Type3,OLT_Tier 1,OLT_Tier 2,OLT_Tier 3,IF_LF,IF_reg
100.37,1298.31,0.135836828,6,0.934890987,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
177.9028,1416.8224,0.036382524,4,1.040360605,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
189.3846,4777.115,0.078179332,26,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
115.8834,1036.6506,0.094201018,6,1.033590318,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
34.719,768.999,0.143506376,14,1.144082311,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
193.0794,975.397,0.133347119,28,1.799504497,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
119.9124,948.0992,0.124428516,9,0.998880839,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
231.8668,230.3668,0.221856492,15,1.774706149,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
125.7362,3020.0688,0.071312064,26,0.928858985,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
226.3036,910.8144,0.022425236,16,0.922289902,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
219.7798,2644.5576,0.133352623,14,0.931077937,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
151.5682,1982.0866,0.046079558,9,0.99888083,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
64.2168,1278.336,0.117651299,28,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
147.976,732.38,0.066446521,4,1.145501243,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
196.7084,3174.5344,0.066979957,14,0.959623286,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
65.4168,127.8336,0.187918654,15,1.597250995,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0
121.0072,2940.1728,0.051924192,28,0.917823683,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
145.1444,3918.8988,0.054806734,28,0.994231704,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
237.988,7190.64,0.018813601,16,1.0361398,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
84.5566,253.6698,0.094910421,28,1.799504502,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
95.4436,567.2616,0.116722514,4,1.065340939,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
105.9306,209.0612,0.244338986,28,2.030228648,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
45.106,1398.18,0.013863257,14,1.038306964,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
131.0284,131.8284,0.021471456,28,1.678213181,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
109.1938,2036.6822,0.092462128,28,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
78.8302,713.0718,0.026067434,6,0.934890973,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
37.1874,247.0118,0.123710526,16,1.027776791,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
108.9596,539.298,0.119547387,14,0.915428536,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
113.4544,2908.2144,0.079690403,16,1.346800593,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
61.851,1454.773,0.088691614,9,0.92211552,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
150.4366,151.1366,0.104784329,28,1.614810594,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
62.7194,1857.582,0.032024659,28,0.994231722,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
190.0214,2449.4782,0.041950753,11,1.001095888,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
60.2904,117.1808,0.091018048,15,1.556014397,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
84.2224,852.224,0.037398953,16,0.929632611,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
179.0686,5688.5952,0.017845372,6,0.964144206,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
84.625,2496.75,0.105459307,11,0.924160348,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
61.351,822.263,0.038032068,11,0.931517926,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
47.306,652.484,0.064504433,6,1.147963552,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
119.8124,1896.1984,0.021306635,14,0.931077923,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
59.1246,753.0198,0.116063284,4,0.878292068,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
212.1902,424.7804,0.059336763,28,1.53153719,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
146.2076,2364.9216,0.034091649,6,1.004720891,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
142.0838,280.9676,0.081955735,28,1.531537208,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
191.5504,5944.2624,0.088551694,28,0.870492876,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
128.102,885.514,0.071230537,9,0.958917084,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
115.7176,1374.2112,0.024185517,26,0.998238334,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
80.8276,1868.2348,0.041163522,6,0.959723073,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
80.8592,82.5592,0.097862037,15,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
248.8092,6474.2392,0.019855228,28,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
218.5798,4407.596,0.087719692,16,1.028072513,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
166.1526,2466.789,0.048677482,9,0.998880826,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
36.2216,346.216,0.041907648,4,0.926046928,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
188.224,5779.144,0.065783783,16,0.958133645,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
213.356,3835.008,0.094807042,14,0.931077933,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
89.1856,1581.9408,0.128778474,26,1.059009332,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
172.4106,2908.8802,0.060668416,11,1.00109589,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
139.8496,1270.3464,0.056067524,4,0.878292071,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
233.03,5592.72,0.114066204,4,1.003139535,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
89.6856,878.856,0.10039894,16,0.999069747,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
89.3856,1318.284,0.097135675,26,1.026171832,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0
37.4822,942.7728,0.032610007,28,0.994231704,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
172.6764,2061.3168,0.165616415,14,1.029857103,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
228.2036,4781.7756,0.083363596,16,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
210.5244,6775.1808,0.030362777,28,0.925130812,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
162.621,815.605,0.03409886,28,1.531537197,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
160.9552,162.4552,0.145951533,28,1.794233993,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
81.925,3079.325,0.015138834,11,0.931517905,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
112.0544,223.7088,0.031069993,15,1.556014377,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
59.5246,810.9444,0.115535487,6,1.004720896,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
95.7068,1166.4816,0.02454694,14,1.038329615,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
187.124,3728.48,0.067175915,28,0.87049288,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
261.691,3155.892,0.118674359,16,0.922289917,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
149.9366,1662.5026,0.057421582,16,1.027776801,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
92.9436,2174.5028,0.114022125,26,1.035832497,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
177.937,2293.681,0.010033871,4,0.933419566,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
169.179,2037.348,0.080765853,14,0.959992166,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
98.77,1697.79,0.05930285,26,0.874000866,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
187.6872,2836.308,0.041753387,11,1.038241128,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
157.4288,2042.6744,0.050065211,11,1.030343779,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
133.7942,2384.8956,0.096020459,26,0.874000862,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
106.628,639.168,0.15202235,4,1.041127398,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
180.4292,4013.4424,0.087383304,28,0.953860357,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
193.4162,2116.5782,0.03066757,6,0.927506768,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
74.3012,1669.8264,0.061918758,11,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
154.934,1225.072,0.03321399,16,0.958501941,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
172.8738,3649.2498,0.097429924,28,0.917823686,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0
206.8296,4154.592,0.039120291,11,0.931517932,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
234.9958,13086.9648,0.01055095,28,1.03218178,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
42.377,1211.756,0.053480419,11,1.039497591,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
101.4332,1948.1308,0.128520186,11,0.931517926,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
245.2802,10072.8882,0.044444956,28,0.870492877,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
116.0834,1267.0174,0.034544435,4,0.878292063,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
120.944,2037.348,0.073678663,4,1.164617205,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
79.6644,1571.288,0.079668739,4,1.031758063,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
165.85,1830.95,0.085447928,11,1.154451505,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
93.4436,1701.7848,0.080434451,26,0.998238341,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
140.8838,2247.7408,0.044978225,14,0.93107794,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
153.434,3981.484,0.023190134,11,1.030157467,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
119.9414,1462.0968,0.025967624,16,1.141663017,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
173.8422,3448.844,0.046962004,4,1.146156732,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
108.128,1065.28,0.05233528,6,0.934890986,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
220.8772,4225.1668,0.17635245,11,0.924160346,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
259.7304,3616.6256,0.013692598,4,1.031682318,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
242.3538,5287.7836,0.057384759,9,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
127.1704,3004.0896,0.093655728,16,0.999069753,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
110.8544,111.8544,0.018275816,15,1.464116636,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
213.7902,1274.3412,0.184167712,16,1.037204483,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
34.9558,1120.5414,0.158954903,28,1.055880767,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
118.4124,3199.8348,0.050392993,11,1.189027497,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
79.0618,1208.427,0.008558144,11,1.126232857,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
130.3968,3523.4136,0.059820884,14,0.931077932,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
264.5226,3436.1938,0.070149088,14,0.876088756,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
162.6552,5685.932,0.095919472,28,0.99423171,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
172.0422,517.3266,0.058092551,28,1.6148106,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
123.9704,375.5112,0.286357776,15,1.604463728,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0
37.2848,745.696,0.161798604,14,1.286344388,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
107.128,319.584,0.148742896,28,1.531537196,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
72.2038,886.8456,0.012537691,6,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
101.8016,1720.4272,0.032022535,16,0.99906976,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
164.2526,3946.8624,0.049842613,28,1.022596113,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
256.3672,255.6672,0.156304192,28,1.679002673,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
196.311,589.233,0.012458143,16,0.922289933,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
181.7634,2544.6876,0.037201127,26,0.921522421,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0
177.966,3415.554,0.045274134,14,0.876088756,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
210.727,4194.54,0.098603729,9,0.929456816,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
114.4492,579.246,0.097457483,4,0.878292071,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
33.3558,848.895,0.051661272,16,0.929632607,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
133.0626,1573.9512,0.086746858,14,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
91.6804,3858.9768,0.041273391,28,0.870492873,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
90.5514,2036.6822,0.141997869,28,0.925130818,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
84.9224,1278.336,0.050837748,4,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
246.2802,1228.401,0.058339153,4,0.87829206,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
49.9324,259.662,0.020544065,9,0.874563381,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
129.6968,1174.4712,0.103503049,6,1.130311011,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
105.6306,627.1836,0.140342195,6,1.166112496,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
178.237,7939.665,0.12929931,28,1.136774661,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
60.4562,1125.8678,0.036031137,9,0.998880827,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
120.9756,2787.0388,0.008903212,28,0.917823706,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
127.2678,2416.1882,0.087669485,16,1.036618415,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
59.2588,916.1408,0.082723725,14,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
186.5924,2591.2936,0.005661669,26,0.921522487,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
95.012,2050.664,0.120814267,14,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
122.2098,1205.098,0.07198553,16,0.999069745,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
48.8376,287.6256,0.17133418,26,1.03634135,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
174.1422,517.3266,0.047329385,15,1.556014386,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
117.0834,1842.9344,0.170977155,4,1.003139536,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
145.8128,1725.7536,0.058298384,26,0.874000864,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
100.1042,1289.6546,0.039715591,6,1.147963559,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
153.6682,1829.6184,0.046824729,4,0.878292061,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
79.2328,154.4656,0.311090379,15,1.959925242,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
238.3538,2163.1842,0.059611153,11,1.038797658,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
164.95,4161.25,0.103517853,28,0.870492878,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
82.9908,1258.362,0.075834825,9,0.922115526,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
183.8266,1844.266,0.170072462,14,0.876088762,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
173.6422,517.3266,0.040973457,26,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
219.3482,8323.8316,0.036399734,11,0.931517924,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
198.4426,5536.7928,0.072912432,16,0.874728787,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
168.4474,2358.2636,0.012567811,11,1.039006341,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
144.3444,3483.4656,0.035773394,6,0.964377088,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
122.8388,2972.1312,0.046382793,28,0.91782368,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
246.1486,5375.6692,0.067836851,6,0.879676614,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
220.7482,4380.964,0.131489949,14,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
96.2094,952.094,0.022434418,14,0.931077951,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
153.8682,1829.6184,0.086764795,9,1.037008364,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
39.1506,1480.0734,0.076568464,6,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
188.4872,3592.6568,0.085437778,4,1.177636296,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
215.1192,2157.192,0.089998959,11,0.924160344,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
96.6094,2189.8162,0.054288646,28,1.036728204,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
123.773,3325.671,0.007051841,16,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
95.741,965.41,0.016993204,16,0.929632593,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
52.3324,1298.31,0.06908877,28,0.87049288,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
157.663,2659.871,0.137441201,14,1.029169768,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
103.699,412.796,0.051970788,15,1.464116659,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0
109.1254,1627.881,0.047704383,6,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
153.4998,2922.1962,0.02492239,4,0.92604695,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
100.8332,1537.998,0.144924795,11,1.039497583,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
37.0874,423.4488,0.030349723,9,0.874563394,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
163.221,326.242,0.226284381,28,1.531537198,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
193.1162,2501.4106,0.050625182,6,1.042559173,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
103.8332,1743.0644,0.02371512,26,0.921522395,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
65.9168,958.752,0.112177581,26,0.953475076,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
195.0136,194.4136,0.04774013,15,1.46411667,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0
226.172,3848.324,0.159304333,9,0.922115518,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
260.7936,4697.8848,0.020989308,11,1.001095876,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
74.2012,1290.3204,0.01769927,28,1.055706628,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0
60.1536,1102.5648,0.067223348,26,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0
216.9166,217.7166,0.096658404,28,1.799601761,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
194.282,1544.656,0.054816926,4,0.878292072,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
103.699,1651.184,0.068511103,6,1.033308667,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
122.473,1354.903,0.12574524,9,1.300806224,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
183.095,5492.85,0.044023213,16,0.862888316,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
54.5614,1713.1034,0.068754395,28,1.023094031,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
87.4172,178.4344,0.024660202,15,1.464116662,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
98.241,1930.82,0.039214444,9,0.929456825,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
122.3756,2544.6876,0.036344721,6,1.004720887,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
116.9492,1969.4364,0.008554052,26,0.99823836,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
155.963,4537.427,0.170000805,28,0.917823689,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
108.3938,2787.0388,0.148302815,14,0.931077933,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
177.637,3352.303,0.081914677,14,0.960589579,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
166.2816,2516.724,0.029914022,26,0.928858998,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
185.324,3728.48,0.065771344,9,0.957952473,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
184.495,7873.085,0.043551753,28,0.925130827,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
117.0124,1540.6612,0.163941937,16,0.87472879,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
50.9666,717.7324,0.099692906,6,1.147307023,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
133.5284,263.6568,0.059834024,15,1.464116676,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0
37.4506,1062.6168,0.166174549,11,0.923561207,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
44.2744,588.5672,0.119930029,9,1.141819994,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
131.531,1428.141,0.057944376,11,1.143167566,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
94.841,193.082,0.065649353,15,1.556014392,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
168.679,4923.591,0.080249973,28,0.953860358,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
89.5856,1494.0552,0.037952777,16,0.929632614,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
86.5566,1183.7924,0.064113698,14,1.125700922,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
64.7168,3068.0064,0.048841794,28,0.994231711,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0
106.9964,1788.3388,0.02394662,9,0.874563392,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
43.7086,1293.6494,0.096000183,28,0.858878178,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
93.2462,1018.0082,0.074177667,26,1.059960997,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
110.157,2306.997,0.04368089,28,0.870492868,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
32.9558,101.8674,0.083268523,4,1.032019302,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
194.1794,3316.3498,0.071832909,9,0.929456814,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
197.211,3535.398,0.122442368,26,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
165.3184,1651.184,0.062625641,14,0.931077938,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
225.172,452.744,0.042646566,11,0.924160353,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
237.7906,1188.453,0.034037428,9,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
37.4506,796.9626,0.03555434,6,0.879676616,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
156.663,2816.334,0.105068444,11,1.029678336,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
173.8712,4570.0512,0.060912865,4,0.962626704,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
147.5392,2684.5056,0.02488732,16,0.922289919,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
36.1874,423.4488,0.024194731,16,1.140853889,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
74.0038,1034.6532,0.01141595,26,0.928858976,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
95.9094,2285.0256,0.018023997,16,1.141506738,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
188.0872,2458.1336,0.012499004,4,0.878292098,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
107.5596,431.4384,0.036045991,15,1.734285609,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0
145.976,585.904,0.044607722,28,1.531537199,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
57.8562,651.8182,0.16098885,11,0.924160343,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
139.7496,3952.1888,0.055793586,26,0.87400086,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
167.25,1830.95,0.104445322,4,0.878292065,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
140.9154,1134.5232,0.032687702,11,0.931517911,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
197.711,4910.275,0.026949463,28,1.03188224,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
255.0014,5865.0322,0.041909345,11,0.924160346,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
148.2418,1618.5598,0.04363058,14,0.876088765,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
175.1028,1593.9252,0.021421849,14,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
88.5172,2408.8644,0.014793124,4,0.878292048,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
183.0292,8209.314,0.065928735,28,1.027923131,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
228.5668,3225.1352,0.01583438,28,0.954078607,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
34.3558,271.6464,0.159728395,16,1.061018799,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
143.4154,3545.385,0.014925407,26,1.035832512,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
141.947,4008.116,0.102893121,26,1.032065542,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
255.3672,767.0016,0.020951848,16,0.999069731,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
55.8298,485.3682,0.10653765,9,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
233.3642,3950.1914,0.108102606,26,1.170834231,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
196.8426,593.2278,0.006477037,28,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
91.912,559.272,0.073697713,6,0.927506768,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
64.3168,127.8336,0.091437584,15,1.604702881,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
64.951,1644.526,0.009581155,16,1.024766585,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
78.6618,80.5618,0.035997636,28,1.800022252,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
90.2514,974.0654,0.12332588,26,1.141352205,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
